Collecting experience...
Ep:  0 | Ep_r:  29.0 | Steps:  28 | Ep_Loss: 0.0000
Ep:  72 | Ep_r:  23.0 | Steps:  22 | Ep_Loss: 0.0000
Ep:  75 | Ep_r:  48.0 | Steps:  47 | Ep_Loss: 0.0000
Ep:  78 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 0.0000
Ep:  81 | Ep_r:  21.0 | Steps:  20 | Ep_Loss: 0.0000
Ep:  84 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 0.0000
Ep:  87 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 0.0000
Ep:  90 | Ep_r:  20.0 | Steps:  19 | Ep_Loss: 0.0000
Ep:  93 | Ep_r:  22.0 | Steps:  21 | Ep_Loss: 12.1875
Ep:  96 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 6.3257
Ep:  99 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 9.3072
Ep:  102 | Ep_r:  44.0 | Steps:  43 | Ep_Loss: 18.6361
Ep:  105 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 3.5797
Ep:  108 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 2.4185
Ep:  111 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 2.1248
Ep:  114 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.9259
Ep:  117 | Ep_r:  26.0 | Steps:  25 | Ep_Loss: 2.3149
Ep:  120 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 1.1894
/home/quantumiracle/research/ensemble-dqn/dqn.py:135: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at  ../torch/csrc/utils/tensor_new.cpp:201.)
  wrap_tensor = lambda x: torch.tensor([x])
Ep:  123 | Ep_r:  23.0 | Steps:  22 | Ep_Loss: 2.3289
Ep:  126 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 1.5914
Ep:  129 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 1.1980
Ep:  132 | Ep_r:  22.0 | Steps:  21 | Ep_Loss: 2.2248
Ep:  135 | Ep_r:  23.0 | Steps:  22 | Ep_Loss: 2.1433
Ep:  138 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 1.3298
Ep:  141 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.8431
Ep:  144 | Ep_r:  18.0 | Steps:  17 | Ep_Loss: 1.6784
Ep:  147 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 1.3220
Ep:  150 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 1.5415
Ep:  153 | Ep_r:  21.0 | Steps:  20 | Ep_Loss: 1.9282
Ep:  156 | Ep_r:  19.0 | Steps:  18 | Ep_Loss: 1.7957
Ep:  159 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.9156
Ep:  162 | Ep_r:  28.0 | Steps:  27 | Ep_Loss: 2.7601
Ep:  165 | Ep_r:  53.0 | Steps:  52 | Ep_Loss: 3.1124
Ep:  168 | Ep_r:  40.0 | Steps:  39 | Ep_Loss: 1.5409
Ep:  171 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 0.4489
Ep:  174 | Ep_r:  58.0 | Steps:  57 | Ep_Loss: 1.6827
Ep:  177 | Ep_r:  66.0 | Steps:  65 | Ep_Loss: 1.8481
Ep:  180 | Ep_r:  42.0 | Steps:  41 | Ep_Loss: 1.1285
Ep:  183 | Ep_r:  60.0 | Steps:  59 | Ep_Loss: 1.7629
Ep:  186 | Ep_r:  110.0 | Steps:  109 | Ep_Loss: 2.8636
Ep:  189 | Ep_r:  124.0 | Steps:  123 | Ep_Loss: 3.0402
Ep:  192 | Ep_r:  23.0 | Steps:  22 | Ep_Loss: 0.7186
Ep:  195 | Ep_r:  51.0 | Steps:  50 | Ep_Loss: 1.0512
Ep:  198 | Ep_r:  98.0 | Steps:  97 | Ep_Loss: 2.4935
Ep:  201 | Ep_r:  61.0 | Steps:  60 | Ep_Loss: 1.3394
Ep:  204 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 0.2238
Ep:  207 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 0.2431
Ep:  210 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 0.3481
Ep:  213 | Ep_r:  138.0 | Steps:  137 | Ep_Loss: 2.6737
Ep:  216 | Ep_r:  37.0 | Steps:  36 | Ep_Loss: 0.6867
Ep:  219 | Ep_r:  76.0 | Steps:  75 | Ep_Loss: 1.5029
Ep:  222 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 0.3621
Ep:  225 | Ep_r:  73.0 | Steps:  72 | Ep_Loss: 1.3626
Ep:  228 | Ep_r:  36.0 | Steps:  35 | Ep_Loss: 0.6878
Ep:  231 | Ep_r:  70.0 | Steps:  69 | Ep_Loss: 1.2198
Ep:  234 | Ep_r:  61.0 | Steps:  60 | Ep_Loss: 1.0692
Ep:  237 | Ep_r:  64.0 | Steps:  63 | Ep_Loss: 1.1428
Ep:  240 | Ep_r:  20.0 | Steps:  19 | Ep_Loss: 0.3303
Ep:  243 | Ep_r:  30.0 | Steps:  29 | Ep_Loss: 0.4169
Ep:  246 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 0.2434
Ep:  249 | Ep_r:  63.0 | Steps:  62 | Ep_Loss: 1.2086
Ep:  252 | Ep_r:  39.0 | Steps:  38 | Ep_Loss: 0.5145
Ep:  255 | Ep_r:  75.0 | Steps:  74 | Ep_Loss: 1.0686
Ep:  258 | Ep_r:  45.0 | Steps:  44 | Ep_Loss: 0.6195
Ep:  261 | Ep_r:  89.0 | Steps:  88 | Ep_Loss: 1.1660
Ep:  264 | Ep_r:  69.0 | Steps:  68 | Ep_Loss: 0.8023
Ep:  267 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 0.1801
Ep:  270 | Ep_r:  44.0 | Steps:  43 | Ep_Loss: 0.5353
Ep:  273 | Ep_r:  30.0 | Steps:  29 | Ep_Loss: 0.3618
Ep:  276 | Ep_r:  34.0 | Steps:  33 | Ep_Loss: 0.4098
Ep:  279 | Ep_r:  121.0 | Steps:  120 | Ep_Loss: 1.7543
Ep:  282 | Ep_r:  118.0 | Steps:  117 | Ep_Loss: 1.6287
Ep:  285 | Ep_r:  127.0 | Steps:  126 | Ep_Loss: 1.9856
Ep:  288 | Ep_r:  130.0 | Steps:  129 | Ep_Loss: 2.2417
Ep:  291 | Ep_r:  143.0 | Steps:  142 | Ep_Loss: 2.5190
Ep:  294 | Ep_r:  44.0 | Steps:  43 | Ep_Loss: 0.9246
Ep:  297 | Ep_r:  78.0 | Steps:  77 | Ep_Loss: 1.4338
Ep:  300 | Ep_r:  83.0 | Steps:  82 | Ep_Loss: 1.7935
Ep:  303 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 0.2954
Ep:  306 | Ep_r:  61.0 | Steps:  60 | Ep_Loss: 1.3394
Ep:  309 | Ep_r:  49.0 | Steps:  48 | Ep_Loss: 1.0000
Ep:  312 | Ep_r:  60.0 | Steps:  59 | Ep_Loss: 1.3528
Ep:  315 | Ep_r:  37.0 | Steps:  36 | Ep_Loss: 0.8359
Ep:  318 | Ep_r:  60.0 | Steps:  59 | Ep_Loss: 1.4598
Ep:  321 | Ep_r:  57.0 | Steps:  56 | Ep_Loss: 1.0962
Ep:  324 | Ep_r:  49.0 | Steps:  48 | Ep_Loss: 0.7950
Ep:  327 | Ep_r:  47.0 | Steps:  46 | Ep_Loss: 0.8141
Ep:  330 | Ep_r:  63.0 | Steps:  62 | Ep_Loss: 1.0947
Ep:  333 | Ep_r:  104.0 | Steps:  103 | Ep_Loss: 1.5407
Ep:  336 | Ep_r:  315.0 | Steps:  314 | Ep_Loss: 4.8742
Ep:  339 | Ep_r:  227.0 | Steps:  226 | Ep_Loss: 3.1550
Ep:  342 | Ep_r:  174.0 | Steps:  173 | Ep_Loss: 2.4305
Ep:  345 | Ep_r:  147.0 | Steps:  146 | Ep_Loss: 2.0325
Ep:  348 | Ep_r:  147.0 | Steps:  146 | Ep_Loss: 2.0204
Ep:  351 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 0.1935
Ep:  354 | Ep_r:  145.0 | Steps:  144 | Ep_Loss: 1.7302
Ep:  357 | Ep_r:  134.0 | Steps:  133 | Ep_Loss: 1.5437
Ep:  360 | Ep_r:  118.0 | Steps:  117 | Ep_Loss: 1.2945
Ep:  363 | Ep_r:  106.0 | Steps:  105 | Ep_Loss: 1.0420
Ep:  366 | Ep_r:  168.0 | Steps:  167 | Ep_Loss: 1.6755
Ep:  369 | Ep_r:  283.0 | Steps:  282 | Ep_Loss: 3.1272
Ep:  372 | Ep_r:  244.0 | Steps:  243 | Ep_Loss: 4.2966
Ep:  375 | Ep_r:  162.0 | Steps:  161 | Ep_Loss: 2.5679
Ep:  378 | Ep_r:  181.0 | Steps:  180 | Ep_Loss: 3.0781
Ep:  381 | Ep_r:  194.0 | Steps:  193 | Ep_Loss: 2.9078
Ep:  384 | Ep_r:  156.0 | Steps:  155 | Ep_Loss: 2.8074
Ep:  387 | Ep_r:  173.0 | Steps:  172 | Ep_Loss: 2.9407
Ep:  390 | Ep_r:  155.0 | Steps:  154 | Ep_Loss: 2.8722
Ep:  393 | Ep_r:  121.0 | Steps:  120 | Ep_Loss: 1.8398
Ep:  396 | Ep_r:  111.0 | Steps:  110 | Ep_Loss: 1.2863
Ep:  399 | Ep_r:  110.0 | Steps:  109 | Ep_Loss: 1.1977
Ep:  402 | Ep_r:  156.0 | Steps:  155 | Ep_Loss: 1.4625
Ep:  405 | Ep_r:  187.0 | Steps:  186 | Ep_Loss: 1.4114
Ep:  408 | Ep_r:  157.0 | Steps:  156 | Ep_Loss: 1.2461
Ep:  411 | Ep_r:  174.0 | Steps:  173 | Ep_Loss: 1.3263
Ep:  414 | Ep_r:  177.0 | Steps:  176 | Ep_Loss: 1.3252
Ep:  417 | Ep_r:  119.0 | Steps:  118 | Ep_Loss: 0.9946
Ep:  420 | Ep_r:  135.0 | Steps:  134 | Ep_Loss: 1.1976
Ep:  423 | Ep_r:  176.0 | Steps:  175 | Ep_Loss: 1.3794
Ep:  426 | Ep_r:  95.0 | Steps:  94 | Ep_Loss: 0.8343
Ep:  429 | Ep_r:  129.0 | Steps:  128 | Ep_Loss: 0.9104
Ep:  432 | Ep_r:  119.0 | Steps:  118 | Ep_Loss: 1.0552
Ep:  435 | Ep_r:  122.0 | Steps:  121 | Ep_Loss: 1.0099
Ep:  438 | Ep_r:  111.0 | Steps:  110 | Ep_Loss: 0.9884
Ep:  441 | Ep_r:  331.0 | Steps:  330 | Ep_Loss: 3.1028
Ep:  444 | Ep_r:  221.0 | Steps:  220 | Ep_Loss: 2.0185
Ep:  447 | Ep_r:  310.0 | Steps:  309 | Ep_Loss: 2.4659
Ep:  450 | Ep_r:  387.0 | Steps:  386 | Ep_Loss: 2.5762
Ep:  453 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 3.2713
Ep:  456 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 3.0406
Ep:  459 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 3.1992
Ep:  462 | Ep_r:  224.0 | Steps:  223 | Ep_Loss: 1.5279
Ep:  465 | Ep_r:  277.0 | Steps:  276 | Ep_Loss: 1.5307
Ep:  468 | Ep_r:  145.0 | Steps:  144 | Ep_Loss: 0.8307
Ep:  471 | Ep_r:  221.0 | Steps:  220 | Ep_Loss: 1.2575
Ep:  474 | Ep_r:  176.0 | Steps:  175 | Ep_Loss: 0.9218
Ep:  477 | Ep_r:  200.0 | Steps:  199 | Ep_Loss: 0.9298
Ep:  480 | Ep_r:  340.0 | Steps:  339 | Ep_Loss: 1.7750
Ep:  483 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 3.3835
Ep:  486 | Ep_r:  337.0 | Steps:  336 | Ep_Loss: 1.9303
Ep:  489 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 2.4821
Ep:  492 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 2.7844
Ep:  495 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 2.6826
Ep:  498 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 2.4656
