Collecting experience...
Ep:  0 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 0.0000
Ep:  305 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 22.2543
Ep:  310 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 23.9735
Ep:  315 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 23.5604
Ep:  320 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 24.2922
Ep:  325 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 24.0645
Ep:  330 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 25.0070
Ep:  335 | Ep_r:  285.0 | Steps:  284 | Ep_Loss: 15.2668
Ep:  340 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 25.1713
Ep:  345 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 25.5329
Ep:  350 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 26.7834
Ep:  355 | Ep_r:  351.0 | Steps:  350 | Ep_Loss: 17.3741
Ep:  360 | Ep_r:  322.0 | Steps:  321 | Ep_Loss: 15.1846
Ep:  365 | Ep_r:  295.0 | Steps:  294 | Ep_Loss: 13.9545
Ep:  370 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 24.5908
Ep:  375 | Ep_r:  118.0 | Steps:  117 | Ep_Loss: 5.3921
Ep:  380 | Ep_r:  118.0 | Steps:  117 | Ep_Loss: 6.2377
Ep:  385 | Ep_r:  350.0 | Steps:  349 | Ep_Loss: 17.0769
Ep:  390 | Ep_r:  477.0 | Steps:  476 | Ep_Loss: 25.4580
Ep:  395 | Ep_r:  150.0 | Steps:  149 | Ep_Loss: 7.9802
Ep:  400 | Ep_r:  152.0 | Steps:  151 | Ep_Loss: 9.0958
Ep:  405 | Ep_r:  455.0 | Steps:  454 | Ep_Loss: 23.7602
Ep:  410 | Ep_r:  218.0 | Steps:  217 | Ep_Loss: 10.3561
Ep:  415 | Ep_r:  432.0 | Steps:  431 | Ep_Loss: 23.6561
Ep:  420 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 25.7726
Ep:  425 | Ep_r:  368.0 | Steps:  367 | Ep_Loss: 19.4128
Ep:  430 | Ep_r:  173.0 | Steps:  172 | Ep_Loss: 9.1631
Ep:  435 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 25.9057
Ep:  440 | Ep_r:  234.0 | Steps:  233 | Ep_Loss: 13.1959
Ep:  445 | Ep_r:  116.0 | Steps:  115 | Ep_Loss: 6.7873
Ep:  450 | Ep_r:  123.0 | Steps:  122 | Ep_Loss: 7.3593
Ep:  455 | Ep_r:  155.0 | Steps:  154 | Ep_Loss: 8.9856
Ep:  460 | Ep_r:  316.0 | Steps:  315 | Ep_Loss: 18.8926
Ep:  465 | Ep_r:  209.0 | Steps:  208 | Ep_Loss: 13.2192
Ep:  470 | Ep_r:  186.0 | Steps:  185 | Ep_Loss: 11.5766
Ep:  475 | Ep_r:  206.0 | Steps:  205 | Ep_Loss: 13.0227
Ep:  480 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 32.9326
Ep:  485 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 31.3858
Ep:  490 | Ep_r:  124.0 | Steps:  123 | Ep_Loss: 8.2606
Ep:  495 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 37.4163
