ensemble_dqn.py:136: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at  ../torch/csrc/utils/tensor_new.cpp:201.)
  wrap_tensor = lambda x: torch.tensor([x])
Collecting experience...
Ep:  0 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 0.0000
Ep:  438 | Ep_r:  465.0 | Steps:  464 | Ep_Loss: 30.5684
Ep:  441 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 32.5204
Ep:  444 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 30.0815
Ep:  447 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 24.8828
Ep:  450 | Ep_r:  212.0 | Steps:  211 | Ep_Loss: 9.3274
Ep:  453 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 24.2228
Ep:  456 | Ep_r:  354.0 | Steps:  353 | Ep_Loss: 17.2328
Ep:  459 | Ep_r:  424.0 | Steps:  423 | Ep_Loss: 21.0078
Ep:  462 | Ep_r:  235.0 | Steps:  234 | Ep_Loss: 10.8015
Ep:  465 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 26.1320
Ep:  468 | Ep_r:  477.0 | Steps:  476 | Ep_Loss: 24.5789
Ep:  471 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 26.3361
Ep:  474 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 26.5154
Ep:  477 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 25.1230
Ep:  480 | Ep_r:  431.0 | Steps:  430 | Ep_Loss: 22.6442
Ep:  483 | Ep_r:  475.0 | Steps:  474 | Ep_Loss: 24.0752
Ep:  486 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 27.0488
Ep:  489 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 27.1147
Ep:  492 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 29.3790
Ep:  495 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 27.2874
Ep:  498 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 27.6716
