Collecting experience...
Ep:  0 | Ep_r:  74.0 | Steps:  73 | Ep_Loss: 0.0000
Ep:  125 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 2.2556
Ep:  130 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 2.3079
Ep:  135 | Ep_r:  26.0 | Steps:  25 | Ep_Loss: 3.4018
Ep:  140 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 1.5780
Ep:  145 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 1.9323
Ep:  150 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 2.0628
Ep:  155 | Ep_r:  28.0 | Steps:  27 | Ep_Loss: 3.3843
Ep:  160 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 1.6992
Ep:  165 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.1140
Ep:  170 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 1.8863
Ep:  175 | Ep_r:  25.0 | Steps:  24 | Ep_Loss: 3.0095
Ep:  180 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 1.6585
Ep:  185 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 1.5161
Ep:  190 | Ep_r:  33.0 | Steps:  32 | Ep_Loss: 3.9510
Ep:  195 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 1.8442
Ep:  200 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 1.7461
Ep:  205 | Ep_r:  21.0 | Steps:  20 | Ep_Loss: 2.8484
Ep:  210 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 2.3015
Ep:  215 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.2621
Ep:  220 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 2.1118
Ep:  225 | Ep_r:  23.0 | Steps:  22 | Ep_Loss: 2.8209
Ep:  230 | Ep_r:  32.0 | Steps:  31 | Ep_Loss: 4.4947
Ep:  235 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 2.1817
Ep:  240 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.3287
Ep:  245 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.5959
Ep:  250 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.7680
Ep:  255 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.6307
Ep:  260 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.4782
Ep:  265 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 2.0505
Ep:  270 | Ep_r:  20.0 | Steps:  19 | Ep_Loss: 2.8477
Ep:  275 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.4262
Ep:  280 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.2699
Ep:  285 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 2.1111
Ep:  290 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.4638
Ep:  295 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.5288
Ep:  300 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.5462
Ep:  305 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 1.9710
Ep:  310 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.5171
Ep:  315 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 1.4058
Ep:  320 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.3697
Ep:  325 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 1.7369
Ep:  330 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 1.2840
Ep:  335 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 1.8010
Ep:  340 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 2.1916
Ep:  345 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.3211
Ep:  350 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 2.2483
Ep:  355 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 1.8424
Ep:  360 | Ep_r:  22.0 | Steps:  21 | Ep_Loss: 3.4276
Ep:  365 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.6584
Ep:  370 | Ep_r:  26.0 | Steps:  25 | Ep_Loss: 3.6952
Ep:  375 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 1.7758
Ep:  380 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 1.7544
Ep:  385 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.5162
Ep:  390 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 2.2429
Ep:  395 | Ep_r:  32.0 | Steps:  31 | Ep_Loss: 4.7669
Ep:  400 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.6081
Ep:  405 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 2.2002
Ep:  410 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 2.3484
Ep:  415 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 2.8333
Ep:  420 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 1.7170
Ep:  425 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 1.0883
Ep:  430 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 1.8012
Ep:  435 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.5687
Ep:  440 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 1.1980
Ep:  445 | Ep_r:  8.0 | Steps:  7 | Ep_Loss: 1.1247
Ep:  450 | Ep_r:  27.0 | Steps:  26 | Ep_Loss: 3.8928
Ep:  455 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 1.6370
Ep:  460 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 2.2761
Ep:  465 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.2733
Ep:  470 | Ep_r:  19.0 | Steps:  18 | Ep_Loss: 2.7145
Ep:  475 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 1.3887
Ep:  480 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 1.8104
Ep:  485 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.4421
Ep:  490 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 2.2076
Ep:  495 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 1.5995
